Timestamp,Energy
2022-09-16 08:00:00,0
2022-09-16 09:00:00,0
2022-09-16 10:00:00,0.18
2022-09-16 11:00:00,0.68
2022-09-16 12:00:00,1.5
2022-09-16 13:00:00,2.24
2022-09-16 14:00:00,3.17
2022-09-16 15:00:00,4.59
2022-09-16 16:00:00,5.26
2022-09-16 17:00:00,6.35
2022-09-16 18:00:00,6.72
2022-09-16 19:00:00,6.72
2022-09-16 20:00:00,6.72
2022-09-16 21:00:00,6.72
2022-09-16 22:00:00,6.72
2022-09-16 23:00:00,6.72
2022-09-17 00:00:00,6.72
2022-09-17 01:00:00,6.72
2022-09-17 02:00:00,6.72
2022-09-17 03:00:00,6.72
2022-09-17 04:00:00,6.72
2022-09-17 05:00:00,6.72
2022-09-17 06:00:00,6.72
2022-09-17 07:00:00,6.72
2022-09-17 08:00:00,6.72
2022-09-17 09:00:00,6.72
2022-09-17 10:00:00,6.8
2022-09-17 11:00:00,6.8
2022-09-17 12:00:00,6.85
2022-09-17 13:00:00,7.64
2022-09-17 14:00:00,8.29
2022-09-17 15:00:00,8.94
2022-09-17 16:00:00,9.23
2022-09-17 17:00:00,9.27
2022-09-17 18:00:00,9.27
2022-09-17 19:00:00,9.27
2022-09-17 20:00:00,9.27
2022-09-17 21:00:00,9.27
2022-09-17 22:00:00,9.27
2022-09-17 23:00:00,9.27
2022-09-18 00:00:00,9.27
2022-09-18 01:00:00,9.27
2022-09-18 02:00:00,9.27
2022-09-18 03:00:00,9.27
2022-09-18 04:00:00,9.27
2022-09-18 05:00:00,9.27
2022-09-18 06:00:00,9.27
2022-09-18 07:00:00,9.27
2022-09-18 08:00:00,9.27
2022-09-18 09:00:00,9.27
2022-09-18 10:00:00,9.34
2022-09-18 11:00:00,9.39
2022-09-18 12:00:00,9.86
2022-09-18 13:00:00,10.56
2022-09-18 14:00:00,12.75
2022-09-18 15:00:00,14.07
2022-09-18 16:00:00,14.63
2022-09-18 17:00:00,14.69
2022-09-18 18:00:00,14.69
2022-09-18 19:00:00,14.69
2022-09-18 20:00:00,14.69
2022-09-18 21:00:00,14.69
2022-09-18 22:00:00,14.69
2022-09-18 23:00:00,14.69
2022-09-19 00:00:00,14.69
2022-09-19 01:00:00,14.69
2022-09-19 02:00:00,14.69
2022-09-19 03:00:00,14.69
2022-09-19 04:00:00,14.69
2022-09-19 05:00:00,14.69
2022-09-19 06:00:00,14.69
2022-09-19 07:00:00,14.69
2022-09-19 08:00:00,14.69
2022-09-19 09:00:00,14.72
2022-09-19 10:00:00,15.05
2022-09-19 11:00:00,15.35
2022-09-19 12:00:00,16.51
2022-09-19 13:00:00,17.66
2022-09-19 14:00:00,19.96
2022-09-19 15:00:00,22.22
2022-09-19 16:00:00,24.62
2022-09-19 17:00:00,25.57
2022-09-19 18:00:00,25.67
2022-09-19 19:00:00,25.69
2022-09-19 20:00:00,25.69
2022-09-19 21:00:00,25.69
2022-09-19 22:00:00,25.69
2022-09-19 23:00:00,25.69
2022-09-20 00:00:00,25.69
2022-09-20 01:00:00,25.69
2022-09-20 02:00:00,25.69
2022-09-20 03:00:00,25.69
2022-09-20 04:00:00,25.69
2022-09-20 05:00:00,25.69
2022-09-20 06:00:00,25.69
2022-09-20 07:00:00,25.69
2022-09-20 08:00:00,25.69
2022-09-20 09:00:00,25.69
2022-09-20 10:00:00,25.8
2022-09-20 11:00:00,25.82
2022-09-20 12:00:00,26.09
2022-09-20 13:00:00,26.1
2022-09-20 14:00:00,26.27
2022-09-20 15:00:00,27.12
2022-09-20 16:00:00,28.79
2022-09-20 17:00:00,28.99
2022-09-20 18:00:00,28.99
2022-09-20 19:00:00,28.99
2022-09-20 20:00:00,28.99
2022-09-20 21:00:00,28.99
2022-09-20 22:00:00,28.99
2022-09-20 23:00:00,28.99
2022-09-21 00:00:00,28.99
2022-09-21 01:00:00,28.99
2022-09-21 02:00:00,28.99
2022-09-21 03:00:00,28.99
2022-09-21 04:00:00,28.99
2022-09-21 05:00:00,28.99
2022-09-21 06:00:00,28.99
2022-09-21 07:00:00,28.99
2022-09-21 08:00:00,28.99
2022-09-21 09:00:00,28.99
2022-09-21 10:00:00,29.01
2022-09-21 11:00:00,29.57
2022-09-21 12:00:00,30.2
2022-09-21 13:00:00,31.48
2022-09-21 14:00:00,32.88
2022-09-21 15:00:00,33.71
2022-09-21 16:00:00,34.2
2022-09-21 17:00:00,34.97
2022-09-21 18:00:00,35.11
2022-09-21 19:00:00,35.11
2022-09-21 20:00:00,35.11
2022-09-21 21:00:00,35.11
2022-09-21 22:00:00,35.11
2022-09-21 23:00:00,35.11
2022-09-22 00:00:00,35.11
2022-09-22 01:00:00,35.11
2022-09-22 02:00:00,35.11
2022-09-22 03:00:00,35.11
2022-09-22 04:00:00,35.11
2022-09-22 05:00:00,35.11
2022-09-22 06:00:00,35.11
2022-09-22 07:00:00,35.11
2022-09-22 08:00:00,35.11
2022-09-22 09:00:00,35.11
2022-09-22 10:00:00,35.21
2022-09-22 11:00:00,35.95
2022-09-22 12:00:00,37.12
2022-09-22 13:00:00,38.94
2022-09-22 14:00:00,41.01
2022-09-22 15:00:00,41.71
2022-09-22 16:00:00,42.9
2022-09-22 17:00:00,43.36
2022-09-22 18:00:00,43.5
2022-09-22 19:00:00,43.5
2022-09-22 20:00:00,43.5
2022-09-22 21:00:00,43.5
2022-09-22 22:00:00,43.5
2022-09-22 23:00:00,43.5
2022-09-23 00:00:00,43.5
2022-09-23 01:00:00,43.5
2022-09-23 02:00:00,43.5
2022-09-23 03:00:00,43.5
2022-09-23 04:00:00,43.5
2022-09-23 05:00:00,43.5
2022-09-23 06:00:00,43.5
2022-09-23 07:00:00,43.5
